asin,brand,title,url,image,rating,reviewUrl,totalReviews,prices,name,rating,date,verified,title,subject,helpfulVotes,total_bill,tip,sex,offer days,day,time,size
B00V7FWEX8,Samsung,Samsung Galaxy S6 G920P 64GB Black (Sprint),https://www.amazon.com/Samsung-Galaxy-S6-Sapphire-Sprint/dp/B00V7FWEX8,https://m.media-amazon.com/images/I/81TGS8Xz08L._AC_UY218_SEARCH213888_FMwebp_QL75_.jpg,3.9,https://www.amazon.com/product-reviews/B00V7FWEX8,58,,jasmine,5,11/13/2014,TRUE,Five Stars,"Phone was good, but not what I needed. I had to return.",,29.93,5.07,Male,YES,Sun,Morning,4
B00V7FWPVO,Samsung,"Samsung Galaxy S6, Gold Platinum 64GB (Sprint)",https://www.amazon.com/Samsung-Galaxy-S6-Platinum-Sprint/dp/B00V7FWPVO,https://m.media-amazon.com/images/I/81mE4HPNGfL._AC_UY218_SEARCH213888_FMwebp_QL75_.jpg,3.5,https://www.amazon.com/product-reviews/B00V7FWPVO,1,,Elmou,5,5/3/2014,TRUE,Excellent for Kids as starting phone,"Phone is good basic phone for kids. If you don't plan on using a lot of minutes, it's great. I bought minutes for $10 that lasted 90 days.",,10.65,1.5,Female,YES,Thur,Night,2
B00V7FWWA8,Samsung,"Samsung Galaxy S6 Edge, White Pearl 64GB (Sprint)",https://www.amazon.com/Samsung-Galaxy-S6-Edge-Sprint/dp/B00V7FWWA8,https://m.media-amazon.com/images/I/814WwhaRVuL._AC_UY218_SEARCH213888_FMwebp_QL75_.jpg,3.5,https://www.amazon.com/product-reviews/B00V7FWWA8,495,$229.99 ,Rusty68,4,4/5/2015,TRUE,Four Stars,"good basic phone, good value.",,12.43,1.8,Female,YES,Thur,Night,2
B00V7FWZVY,Samsung,"Samsung Galaxy S6 Edge, Black Sapphire 32GB (Sprint)",https://www.amazon.com/Samsung-Galaxy-S6-Edge-Sapphire/dp/B00V7FWZVY,https://m.media-amazon.com/images/I/81AFLIUc0HL._AC_UY218_SEARCH213888_FMwebp_QL75_.jpg,3.2,https://www.amazon.com/product-reviews/B00V7FWZVY,37,$239.99 ,bg847,4,2/26/2015,TRUE,Four Stars,"Good. Has a game I like, lol.",,24.08,2.92,Female,YES,Thur,Night,4
B00VGYOY38,Samsung,"Samsung Galaxy S6 G920 32GB GSM Unlocked International Smartphone, Black Sapphire",https://www.amazon.com/Samsung-Galaxy-S6-Cellphone-INTERNATIONAL/dp/B00VGYOY38,https://m.media-amazon.com/images/I/81cvwVzNoiL._AC_UY218_SEARCH213888_FMwebp_QL75_.jpg,3.5,https://www.amazon.com/product-reviews/B00VGYOY38,180,,Jarron Remington,5,9/28/2014,TRUE,Just right for me,"Loved my first one, love this one.",,11.69,2.31,Male,YES,Thur,Night,2
B00VH2TWBS,Samsung,Samsung GALAXY S6 G920 32GB Unlocked GSM 4G LTE Octa-Core Smartphone - Black Sapphire,https://www.amazon.com/Samsung-GALAXY-Unlocked-Octa-Core-Smartphone/dp/B00VH2TWBS,https://m.media-amazon.com/images/I/81Z0DX6B3bL._AC_UY218_SEARCH213888_FMwebp_QL75_.jpg,2.8,https://www.amazon.com/product-reviews/B00VH2TWBS,230,,Dotty Bee,3,10/17/2015,TRUE,The phone now is antiquated but still works. Husband ...,"The phone now is antiquated but still works. Husband says that's all he needs, No texting just say hello when answering.",,13.42,1.68,Female,YES,Thur,Night,2
B00W2HK38I,Samsung,"Samsung Galaxy S6 Edge G925T 32GB w/ 4G LTE, 16MP Camera and Octa-Core Processor (T-Mobile) - Black Sapphire",https://www.amazon.com/Samsung-Galaxy-Edge-G925T-T-Mobile/dp/B00W2HK38I,https://m.media-amazon.com/images/I/717nAjj-k2L._AC_UY218_SEARCH213888_FMwebp_QL75_.jpg,3.3,https://www.amazon.com/product-reviews/B00W2HK38I,26,,MASHKUR S.,4,2/11/2015,TRUE,Four Stars,ok,,14.26,2.5,Male,YES,Thur,Night,2
B00WF988BW,Samsung,Samsung Convoy 3 SCH-U680 Rugged 3G Cell Phone Verizon Wireless,https://www.amazon.com/Samsung-Convoy-SCH-U680-Verizon-Wireless/dp/B00WF988BW,https://m.media-amazon.com/images/I/71Q7aSSyOkL._AC_UY218_SEARCH213888_FMwebp_QL75_.jpg,3.6,https://www.amazon.com/product-reviews/B00WF988BW,252,,hbwcoach,5,10/30/2013,TRUE,Fits our needs,Works great! Battery last a long time. Glad to have the double minutes but wish it had the triple minutes like our last Tracphone,,15.95,2,Male,YES,Thur,Night,2
B00WHE2WCG,Samsung,Samsung Galaxy S6 G920A 32GB Unlocked GSM 4G LTE Octa-Core Android Smartphone with 16MP Camera - Black Sapphire,https://www.amazon.com/Samsung-G920A-Unlocked-Octa-Core-Smartphone/dp/B00WHE2WCG,https://m.media-amazon.com/images/I/81oYNE1MUxL._AC_UY218_SEARCH213888_FMwebp_QL75_.jpg,2.8,https://www.amazon.com/product-reviews/B00WHE2WCG,327,,Cuckie,5,1/21/2015,TRUE,Five Stars,Great old reliable.,,12.48,2.52,Female,YES,Thur,Night,2
B00WHE2WVM,Samsung,"Samsung Galaxy S6 Unlocked SM-G920A GSM Smartphone, White Pearl, 32GB",https://www.amazon.com/Samsung-Galaxy-Unlocked-SM-G920A-Smartphone/dp/B00WHE2WVM,https://m.media-amazon.com/images/I/41TCEMfBV0L._AC_UY218_SEARCH213888_FMwebp_QL75_.jpg,2.6,https://www.amazon.com/product-reviews/B00WHE2WVM,195,,cesar palomares,3,8/12/2014,TRUE,Three Stars,its ok to call in and out,,29.8,4.2,Female,YES,Thur,Night,6
B00WIYFBWI,Samsung,Samsung Galaxy S6 Edge G925F 32GB Unlocked Phone - Retail Packaging - Black Sapphire,https://www.amazon.com/Samsung-Galaxy-G925F-Unlocked-Phone/dp/B00WIYFBWI,https://m.media-amazon.com/images/I/71MayBWnHjL._AC_UY218_SEARCH213888_FMwebp_QL75_.jpg,2.8,https://www.amazon.com/product-reviews/B00WIYFBWI,6,"$322.50,$339.47",Linda Jacobsen,4,7/27/2014,TRUE,Big Fingers,"I'm a senior who needs a basic phone,but needed Bluetooth capabilities.I only wish the numbers were a bit larger.(bad eyes and fat fingers make it a little hard.)",,8.52,1.48,Male,YES,Thur,Night,2
B00XBCUOB4,Apple,"Apple iPhone 6, GSM Unlocked, 128GB - Space Gray (Renewed)",https://www.amazon.com/Apple-iPhone-GSM-Unlocked-128GB/dp/B00XBCUOB4,https://m.media-amazon.com/images/I/81vn3WCqOKL._AC_UY218_SEARCH213888_FMwebp_QL75_.jpg,2.5,https://www.amazon.com/product-reviews/B00XBCUOB4,12,$158.00 ,Amazon Customer,5,6/5/2016,TRUE,Five Stars,Phone was in good shape and just what I was looking for.,,14.52,2,Female,YES,Thur,Night,2
B00XQVDW6Y,Motorola,Motorola Moto E LTE - No Contract Phone (U.S. Cellular),https://www.amazon.com/Motorola-Moto-LTE-Contract-Cellular/dp/B00XQVDW6Y,https://m.media-amazon.com/images/I/51y0QQ7Z4KL._AC_UY218_SEARCH213888_FMwebp_QL75_.jpg,3.7,https://www.amazon.com/product-reviews/B00XQVDW6Y,64,$199.00 ,arlenelh7,5,7/2/2012,TRUE,AWSOME!,"Great product, easy to understand and use. Good Tracfone phone. Very convenient because it is very inexpensive and can be used only when you need it, ie. emergencies or important calls.",,11.38,2,Female,YES,Thur,Night,2
B00YAE9DXM,Samsung,Samsung J1 Smartphone (Carirer Locked to Verizon LTE Prepaid),https://www.amazon.com/Samsung-J1-Smartphone-Carirer-Verizon/dp/B00YAE9DXM,https://m.media-amazon.com/images/I/41GGl0K7dPL._AC_UY218_SEARCH213888_FMwebp_QL75_.jpg,3.4,https://www.amazon.com/product-reviews/B00YAE9DXM,144,,Arix Moore,5,2/21/2014,TRUE,Great basic phone :3,"This is a great phone for anyone that just wants a basic style phone, bought this as a backup for my android tracfone and for the price you really cant beat it :3",,22.82,2.18,Male,YES,Thur,Night,3
B00YD5400Y,Apple,"Apple iPhone 5S 16GB GSM Unlocked, Space Gray (Renewed)",https://www.amazon.com/Apple-iPhone-Unlocked-Space-Renewed/dp/B00YD5400Y,https://m.media-amazon.com/images/I/81YP7pPzFCL._AC_UY218_SEARCH213888_FMwebp_QL75_.jpg,3.4,https://www.amazon.com/product-reviews/B00YD5400Y,4,$80.00 ,TBL,5,7/23/2009,TRUE,Pay as you go,"Very basic phone but thats all you need to make calls. Cheaper for me that any other ""unlimited"" plan out there. I only use it when I really have to ... not to chit chat...I am very happy.",,19.08,1.5,Male,YES,Thur,Night,2
B00YD547Q6,Apple,"Apple iPhone 6, GSM Unlocked, 16GB - Space Gray (Renewed)",https://www.amazon.com/Apple-iPhone-GSM-Unlocked-16GB/dp/B00YD547Q6,https://m.media-amazon.com/images/I/81L7tO3hoQL._AC_UY218_SEARCH213888_FMwebp_QL75_.jpg,3.1,https://www.amazon.com/product-reviews/B00YD547Q6,6,$125.55 ,Joan McGuire,1,10/30/2013,TRUE,This Phone is terrible,"The phone is terrible. Half the time I can not get any service, and there is no way I can make a call from inside my house. I just ordered new phones this morning, and I hope they work!",,20.27,2.83,Female,YES,Thur,Night,2
B00YD54GG2,Apple,"Apple iPhone 6 Plus, 16GB, Gold - For AT&T / T-Mobile (Renewed)",https://www.amazon.com/Apple-iPhone-Plus-Unlocked-16GB/dp/B00YD54GG2,https://m.media-amazon.com/images/I/81bTXIQMGvL._AC_UY218_SEARCH213888_FMwebp_QL75_.jpg,3.2,https://www.amazon.com/product-reviews/B00YD54GG2,601,$169.99 ,Jim Du,5,7/31/2014,TRUE,Cheap and Powerful,"Functional and have many great apps, but the signal indoor is not good.",,11.17,1.5,Female,YES,Thur,Night,2
B00YD54J8W,Apple,"Apple iPhone 6 Plus, GSM Unlocked, 16GB - Space Gray (Renewed)",https://www.amazon.com/Apple-iPhone-Plus-Unlocked-16GB/dp/B00YD54J8W,https://m.media-amazon.com/images/I/816+hsTlYCL._AC_UY218_SEARCH213888_FMwebp_QL75_.jpg,3.1,https://www.amazon.com/product-reviews/B00YD54J8W,623,$153.00 ,h.pratt,5,11/17/2014,TRUE,Old school phone but great for,item was as described and arrived earlier than expected. Old school phone but great for backup,,12.26,2,Female,YES,Thur,Night,2
B00YD54KJK,Apple,"Apple iPhone 6 Plus, GSM Unlocked, 64GB - Gold (Renewed)",https://www.amazon.com/Apple-iPhone-Plus-Unlocked-64GB/dp/B00YD54KJK,https://m.media-amazon.com/images/I/81bTXIQMGvL._AC_UY218_SEARCH213888_FMwebp_QL75_.jpg,3.2,https://www.amazon.com/product-reviews/B00YD54KJK,1,,michelle crawford,4,8/23/2013,TRUE,slider phone,"I really like my new phone, never seen one like this before it is different. I would recommend this phone to anyone who is looking for a unique phone to use. Thanks again",,18.26,3.25,Female,YES,Thur,Night,2
B00YD7GOPQ,Apple,"Apple iPhone 5S, T-Mobile, 16GB - Space Gray (Renewed)",https://www.amazon.com/Apple-iPhone-5S-T-Mobile-16GB/dp/B00YD7GOPQ,https://m.media-amazon.com/images/I/61tPiQD8PJL._AC_UY218_SEARCH213888_FMwebp_QL75_.jpg,3.2,https://www.amazon.com/product-reviews/B00YD7GOPQ,46,$79.95 ,Harbourt G.,5,6/16/2013,TRUE,Good phone,"The phone works fine. The coupons from Tracfone included were out of date. I tried to get Tracfone to replace them ,but was unable to get them to do that.",,8.51,1.25,Female,YES,Thur,Night,2
B00YD7J52U,Apple,Apple iPhone 6 Space Gray 16GB Verizon Smartphone (Renewed),https://www.amazon.com/Apple-iPhone-Verizon-Smartphone-Refurbished/dp/B00YD7J52U,https://m.media-amazon.com/images/I/61eihG04VZL._AC_UY218_SEARCH213888_FMwebp_QL75_.jpg,3.3,https://www.amazon.com/product-reviews/B00YD7J52U,46,$159.95 ,planet poo poo,5,7/9/2014,TRUE,Five Stars,My daughter loves it,,10.33,2,Female,YES,Thur,Night,2
B00YW7L830,Samsung,Samsung Galaxy Note 3 N900v 32GB Verizon Wireless CDMA Smartphone - White (Certified Refurbished),https://www.amazon.com/Samsung-Galaxy-Note-Wireless-Smartphone/dp/B00YW7L830,https://m.media-amazon.com/images/I/61pNvD+KDoL._AC_UY218_SEARCH213888_FMwebp_QL75_.jpg,3.5,https://www.amazon.com/product-reviews/B00YW7L830,588,$149.99 ,Fingarette,1,3/6/2014,TRUE,would not open,"I have charged this phone, and I have studied every manual that came with it, and tried and tried, with no success. Nor could I find a Help option to call. Useless. H Fingarette] fingarette@gmail.com",,14.15,2,Female,YES,Thur,Night,2
B00ZE8HRYK,Samsung,"Samsung Galaxy S6 Active, 32 GB , Grey (AT&T)",https://www.amazon.com/Samsung-Galaxy-S6-Active-Grey/dp/B00ZE8HRYK,https://m.media-amazon.com/images/I/81zlazvfjBL._AC_UY218_SEARCH213888_FMwebp_QL75_.jpg,3.7,https://www.amazon.com/product-reviews/B00ZE8HRYK,301,$516.43 ,Marwan,2,9/25/2012,TRUE,No way to unlock this one,No way to unlock this one. You should use (Trafone) only to use this phone. I tried to find unlock number but there is no way for this cellular.,,16,2,Male,NO,Thur,Night,2
B010CK8O9Q,Sony,"Sony Xperia Z3 Plus E6533 32GB Black 3G/4G, Dual SIM Unlocked Factory 4G LTE - International Version No Warranty",https://www.amazon.com/Sony-Xperia-E6533-Unlocked-Factory/dp/B010CK8O9Q,https://m.media-amazon.com/images/I/41+xyOdkmiL._AC_UY218_SEARCH213888_FMwebp_QL75_.jpg,3.1,https://www.amazon.com/product-reviews/B010CK8O9Q,4,,erin Dawson,3,1/15/2013,TRUE,good review,i have not got the phone yet but i heard it is really good and it is really cool. and i am excited to get it,,13.16,2.75,Female,YES,Thur,Night,2
B010V43VFA,Sony,Sony Experia Z3+ 4G LTE Unlocked 32GB Octa Core 3GB RAM E6553 (LTE USA Latin Caribbean Europe) Waterproof 23 MP No Warranty (White),https://www.amazon.com/Sony-Xperia-Z3-5-2-Inch-Smartphone/dp/B010V43VFA,https://m.media-amazon.com/images/I/71iFTB59LEL._AC_UY218_SEARCH213888_FMwebp_QL75_.jpg,3.1,https://www.amazon.com/product-reviews/B010V43VFA,38,$159.00 ,Edward J. Hahn,1,5/22/2012,TRUE,Misled or misread.,"I ordered the phone because it is the same model as one that I had that stopped working. When I got it, I found out that I could not unlock the phone and it was therefore useless to me so I returned it. The no unlock rule was on the packaging when I received it but I did not see it on the Amazon Website. That aside, the TracPhone charges are ridiculously high. I recommend T-Mobile's prepay plan.",,17.47,3.5,Female,YES,Thur,Night,2
B011AC4U7A,Samsung,Samsung Galaxy S6 G920T 32GB Unlocked GSM 4G LTE Octa-Core Android Smartphone w/ 16MP Camera - Black,https://www.amazon.com/Samsung-Galaxy-G920T-32GB-T-Mobile/dp/B011AC4U7A,https://m.media-amazon.com/images/I/81cvwVzNoiL._AC_UY218_SEARCH213888_FMwebp_QL75_.jpg,3.2,https://www.amazon.com/product-reviews/B011AC4U7A,141,,Offshore42,4,5/23/2010,FALSE,Best one yet - except for browser,"My wife and I each have one of this model Tracfone. Neither has been a problem with outgoing or incoming calls. No dropped calls. Voice quality has been clear and natural sounding. We haven't yet found any areas where the phone won't work, and this covers New England to Oregon. Those are the ""pros."" The following are the ""cons,"" along with some physical features we would like to see improved: - One of my biggest cons is the fact that the browser key is fixed and cannot be changed or disabled. The prompt that gets you into this limited browser can be easily activated and cost you fractions of minutes. - I carry my T301G sideways in a belt holder. I have occasionally missed a call when extracting the phone and quickly pressing the ""off"" button by mistake. This won't shut the phone off, but it will cancel the incoming call. - The little, raised line under the display is used to slide the phone open. This line is too small and and just about useless to use. A rubber, or ribbed area on the side of the phone would be much more useful to slide the phone up. I find the process to be a ""two thumbs"" operation if you don't want to press on the LED display all the time - or activate one of the soft keys which are much too close. - My previous Tracfone was a ""clamshell"" V176. This has a rubber feel to the phone, and I never thought I might drop the thing because of a slick, or slippery exterior. I wish the T301G was made from the same material - although I have not yet dropped this phone. - The four soft keys can be programmed for whatever you want. I have found that assigning your ""contact list,"" messages, list of incoming calls and phone info (minutes and time left) works best for me. The keys themselves, however, are still too small. The ""incoming calls"" one is needed for when I mistakenly disconnect a call as mentioned above. - I found the phone information that constantly scrolls across the screen to be distracting and irritating. I was able to shut this function off through the menu though. The press of one of the soft keys now tells me this information. The above ""cons"" are not a deal breaker for me. Life with this phone would be just a little easier if they were addressed. Some other thoughts: - I have never had trouble adding minutes to either phone. I do it over the internet. All they want is your phone number (as long as the phone is registered with Tracfone - easy to do). You purchase the minutes/time and they appear on the phone almost immediately. Keep the phone ""on"" while doing this. - My V176 lasted almost six years with no problems until the last two weeks of it's life. If I can get this same performance from the T301G, then (for the price)I think it will be worth it. - I know it would make the phone a bit larger, but I wish the soft keys, menu and browser keys, and key pad itself were a little larger. Less room for error and more comfortable to use. - I have the phone set to answer (or call) when the slide is used. I don't think the browser will activate, by accident, when the phone is closed, because it's locked then. (Edit on the above - If the phone is ""on,"" then the browser will activate even when the phone closed (locked). This ""con"" continues to grow larger) Not a great camera, but it will do in a pinch. The volume control is on the side of the phone. Ascending from 1 thru 7. One press below 1 puts the phone on vibrate. Easy. All-in-all, this is a nice little phone, for the price, and the fact that no contracts are involved. Much less expensive to operate than than most any other phone. It would, (at least for me) be the perfect little phone if the above ""cons"" could be ironed out. __________________________________ March, 2014 -I have to add these thoughts to the above review. It's been just about four years since I wrote the above comments. The necessity of opening the phone by placing a thumb on the screen has not been a problem at all. The rugged little screen is no worse for the constant manipulation. My wife and I were up in mid-Maine last May. I had my new Apple iPhone with me. Three of the others I was with had iPhones and one android phone. It was necessary to call a person at the local historical society. These four ""high end"" phones got ""no service"" in this remote area. I remembered that I had the Tracfone in the glove compartment, because I still had a couple of months of time left on the phone. Yes - you guessed it - the Samsung T301G made this call just fine. No, the T301G doesn't take really clear photos and it's difficult to send a text or record appointments. But, it was the only device (out of five) that actually made a telephone call! You know I put another year on the T301G and have it with me when I need to travel to these out-of-the-way places. I can now add ""dependable"" to the list of positive comments above. I don't know why the Tracfone was the only one able to make the important call - I just know that it did. The above ""cons"" are still valid, but have not been the problem I anticipated when writing the initial post. This phone is a gem.",,34.3,6.7,Male,YES,Thur,Night,6
B012W8XE6E,Motorola,"Motorola Moto X Play 16GB GSM Unlocked 5.5"" Display Smartphone 4G LTE, 21MP Camera, Octa-Core CPU, Black",https://www.amazon.com/Motorola-Unlocked-Display-Smartphone-Octa-Core/dp/B012W8XE6E,https://m.media-amazon.com/images/I/41BGJycCIzL._AC_UY218_SEARCH213888_FMwebp_QL75_.jpg,3.2,https://www.amazon.com/product-reviews/B012W8XE6E,33,$155.99 ,Liz,2,8/8/2010,FALSE,Browser button will eat away your minutes,"Just had to add my two cents. I read the reviews about the ease of accidentally hitting the browser button and losing minutes, and I ordered this phone anyway. And I agree 100% about the browser. While setting up the phone I have lost a few minutes already by accidentally hitting the darn browser key. What a dumb place to put a browser key! (It's the top right button on the front of the phone, and if you bump it, hit it, press it accidentally (even when the phone is in the closed position), if your phone is on, you will lose 0.5 minutes. I have searched all over the web and there is no way to disable it, or at least have it ask you if you want to connect. Terrible terrible feature. I also followed the instructions of another reviewer and entered *#4777*8665# and followed the instructions, and it doesn't work for me, and from other sites I have found out, sometimes it works and sometimes it doesn't. I am going to see over the next month how much time I lose, and then I may have to take another reviewer's advice from another website and glue the button shut. (He said this worked for him fine and you can still get to the browser from the menu button). I cannot recommend this phone to anyone who has kids, your kids will drain their minutes by accident.",,41.19,5,Male,YES,Thur,Night,5
B0134TVCHI,Samsung,"Samsung Galaxy S6 Edge+, Black 32GB (Sprint)",https://www.amazon.com/Samsung-Galaxy-S6-Edge-Sprint/dp/B0134TVCHI,https://m.media-amazon.com/images/I/81h0cGu5OcL._AC_UY218_SEARCH213888_FMwebp_QL75_.jpg,3.9,https://www.amazon.com/product-reviews/B0134TVCHI,152,,John 763,5,9/12/2012,FALSE,This is a great phone!,"I purchased mine at a K-mart about a year ago. I fell in love with it and added some games to it by using credits (minutes) I had accumulated. The features are great and even though the internet access was a bit shaky and slow, that didn't matter to me since I didn't use it much for that purpose anyway. The coolest thing about this phone is I was helping my brother pull his boat up next to a dock and the phone slipped out of my pocket and into the water. Even though I only paid twenty bucks for it, new, I also had some 300 minutes on it and also some pictures I took, so I was dissapointed I would lose them both. I just looked at the phone sitting there on the sand, and even though I knew there wasn't much chance for it, I stretched my hand down as far as I could and retrieved the phone. The window lit up when I shook the water from it. My brother said I would have to take it apart right away and dry everything as quickly as possible. I wasn't sure how to take it apart, and didn't have any tools, but it was still working, so I figured it might be okay. Later the screen wouldn't come on, and I thought it was done. An hour or two later, the screen began to work again, but the key pad wouldn't work. A couple of hours later, the keypad began working again, and everything was fine. It has been fine ever since and that was over a week ago. The only thing I don't like is that the only way to retreive the pictures is to send them via e-mail to the computer. It does offer double minutes, so I figure it is still worth it. Now I get a kick out of using it knowing it laid on the sand under two feet of water and still works great.",,27.05,5,Female,YES,Thur,Night,6
B013IP8IKM,Sony,"Sony Xperia E1 D2004 Unlocked GSM 4"" Android Dual-Core Smartphone - Black",https://www.amazon.com/Sony-D2004-Unlocked-Dual-Core-Smartphone/dp/B013IP8IKM,https://m.media-amazon.com/images/I/81e2h+tIKAL._AC_UY218_SEARCH213888_FMwebp_QL75_.jpg,3.2,https://www.amazon.com/product-reviews/B013IP8IKM,13,,Kawa Jaan,1,2/1/2011,FALSE,"WORST PHONE EVER, Short Battery Life, No Bluetooth, ETC","UPDATE: December 8, 2011 In the past year, I have gone through 3 of these phones. Based on that, the Samsung T301G has got to be one of the worst phones ever made. The main problem is that when the phone breaks, Tracfone sends out a REFURBISHED one. The refurbs were probably returned for the same reason as I returned my first phone (it was freezing and finally became unresponsive). After I called to ask that they send me a new phone, they said OK but they again sent a used one. I'm only going to activate it because most of their other phones have also gotten bad reviews. I picked this Tracfone after my Motorola broke after 2 years of use. This phone has very, very short batter life (needs to be charged every other day even if it hasn't been used very much) and it's Bluetooth function does NOT work with my Bluetooth enabled GPS and other devices for hands-free calling. The only positive is that the phone looks better than the Motorola and that it's faster at sending/receiving text messages, even though the controls and buttons to type the text are very small and hard to get used to. To sum it all up, if you can, please buy a different phone and save yourself the headache of having a broken phone every 3 months (and that's in the case of a NEW one. Used/Refurbished ones are broken OUT OF THE BOX). Tracfone used to be good, but with this, one of the worst phones ever made, and the fact that they keep sending me a used one makes them one of the most annoying companies I've had to deal with.",,16.43,2.3,Female,YES,Thur,Night,2
B013XAPPIK,Samsung,"Samsung Galaxy Note 5, Black  32GB (Verizon Wireless)",https://www.amazon.com/Samsung-Galaxy-Note-Verizon-Wireless/dp/B013XAPPIK,https://m.media-amazon.com/images/I/814SsOj-45L._AC_UY218_SEARCH213888_FMwebp_QL75_.jpg,3.6,https://www.amazon.com/product-reviews/B013XAPPIK,759,,tJones,5,5/23/2014,FALSE,I am still using this phone,I spent time today looking for a new phone. All I see is heartbleed issues and battery eaters. I have used this phone since they came out with it. I never have battery problems. I have played Sudoku till my eyes hurt. It takes pretty nice pictures. It has a voice recorder that I even forget to use. The alarm clock is great. The bluetooth never worked. I dropped it once in Walmart and the headphone and USB cable never worked after that. But it does make calls and receive calls like it should. I used the browser occasionally. I don't think the browser works anymore. I can still email photos to my email. I think it is time for a new phone. The amazing thing is I found it in my purse lining. I traveled this week and couldn't find my phone. I thought it was lost forever. It kept sending out a low battery signal and I could hear where it was. I had a hole in my purse lining and the phone had slipped into the lining. The battery life is still amazing. Not sure what to do with a phone that really is a phone.,,8.35,1.5,Female,YES,Thur,Night,2
B0147LDSG0,Samsung,"Samsung Galaxy J5 SM-J500H/DS GSM Factory Unlocked Smartphone, International Version (White)",https://www.amazon.com/Samsung-Galaxy-J5-Smartphone-International/dp/B0147LDSG0,https://m.media-amazon.com/images/I/61OUK9nTdjL._AC_UY218_SEARCH213888_FMwebp_QL75_.jpg,4,https://www.amazon.com/product-reviews/B0147LDSG0,157,$198.94 ,Mr M in Nevada,1,1/7/2011,FALSE,T301G cant disable browser tied to back button cost you $,"This phone is darn good EXCEPT, the browser is tied to the back button. So if you press the back button too many times, $.50 gets deducted when the browser is activated. No warnings of money to be taken. Unbelievable design flaw. Or maybe a scam by design. Otherwise, for the $30 I paid, its very good. I'm returning it now. No more samsung for me. FOLLOW-UP 1/25/2011: Apparently this flaw which prevents me from NOT getting this phone is NOT samsungs fault. I ordered a different replacement phone from TracFone/Net10 (same co.) and it does the same thing. They are programming these phones to do this. The manual says the key is attached to the contact list where the TracFone/Net10 version is attached to the Web and not re-programmable. So its not the phone. Sorry about that. It is a good phone otherwise but not with the Tracfone/Net10 folks. I left it at one star so folks can read the caveat if they use it with Tracfone/Net10.",,18.64,1.36,Female,YES,Thur,Night,3
B014KI1XL2,Apple,"Apple iPhone 6, GSM Unlocked, 16GB - Space Gray (Renewed)",https://www.amazon.com/Apple-iPhone-GSM-Unlocked-16GB/dp/B014KI1XL2,https://m.media-amazon.com/images/I/61uno-cq+TL._AC_UY218_SEARCH213888_FMwebp_QL75_.jpg,2.9,https://www.amazon.com/product-reviews/B014KI1XL2,28,$104.00 ,Lee Livingood,1,11/24/2010,FALSE,Lousy Signal/Short battery life,"I have another Tracfone (a simple Motorola flip) that I love. If it were still available I would have purchased it. I'm not a heavy cell phone user so prepaids are great for me. Why a got a second phone is a long, boring story. The bottom line is when this Samsung is immediately next to my Motorola in my home, it has sometimes has only 2 bars while my Motorola has four. I've had it in areas where there is generally excellent cell coverage where it has no reception/signal at all while my Motorola (again, immediately next to the Samsung) has four bars and is working fine. I have gotten nowhere near the standby battery life that is cited on Tracfone's product description. Most of my conversations are in the 1-3 minute range. Most days I make fewer than three calls. I can't imagine how short the battery life would be if I actually used it to talk for any period of time. Even fully charged at the beginning of the day the battery shows as low by the end of the day or the next AM. While there are some nice features (being able to assign ring tones to contacts) that my older phone doesn't have, those features are worthless if I can't make calls or the battery is dead or dying.",,11.87,1.63,Female,YES,Thur,Night,2
B014V5X80S,Samsung,"Samsung 128GB Galaxy S6 - No Contract (AT&T), Certified Refurbished, White Pearl",https://www.amazon.com/Samsung-128GB-Galaxy-Certified-Refurbished/dp/B014V5X80S,https://m.media-amazon.com/images/I/41ry9RxaSZL._AC_UY218_SEARCH213888_FMwebp_QL75_.jpg,3.8,https://www.amazon.com/product-reviews/B014V5X80S,7,$154.95 ,F. Andrew Duerkop,3,8/20/2011,FALSE,Can't See Who's Texting You,"This phone is OK. The one thing that is really bad about this phone though is that if someone texts you, something will pop up on the screen that says ""1 new message"" and the time and date that the message was sent, that's good but it doesn't say who the message is from until you view the message. So sometimes it doesn't matter if it shows you who it's from or not, but a lot of times it does because after you open the message, minutes get deducted, so you could open a text from someone you don't know or open a text that you don't want to respond to, and you won't know who it's from until after your minutes get deducted. I have wasted a lot of minutes because of that. Although, when someone calls you it DOES say who the call is from. I am planning on getting a new phone that shows who your text messages are from. -Jill, Age 12",,9.78,1.73,Male,YES,Thur,Night,2
